Date,Open,High,Low,Close,Volume
2017-12-25 06:00:00,0.00260000,0.00260000,0.00027660,0.00034500,55368.34000000,1514185199999,21.53223812,425,11876.52000000,5.73453905,0
2017-12-25 07:00:00,0.00034500,0.00073800,0.00034500,0.00045800,244461.44000000,1514188799999,118.72022884,2386,115576.98000000,56.95234571,0
2017-12-25 08:00:00,0.00045600,0.00045870,0.00036110,0.00037010,116315.21000000,1514192399999,48.60531710,1021,31940.96000000,13.66680032,0
2017-12-25 09:00:00,0.00036120,0.00039300,0.00029000,0.00030510,142998.84000000,1514195999999,47.73391921,968,39584.27000000,13.49087858,0
2017-12-25 10:00:00,0.00030890,0.00030890,0.00027020,0.00029190,192868.66000000,1514199599999,55.48115347,899,72072.28000000,20.74666141,0
2017-12-25 11:00:00,0.00029180,0.00030000,0.00028050,0.00029940,100128.10000000,1514203199999,29.47241734,565,59751.32000000,17.68412097,0
2017-12-25 12:00:00,0.00029940,0.00029990,0.00027810,0.00027820,59686.12000000,1514206799999,17.15419672,497,18371.86000000,5.31822401,0
2017-12-25 13:00:00,0.00027810,0.00031900,0.00027800,0.00031160,117350.78000000,1514210399999,34.74774148,677,64568.31000000,19.26042138,0
2017-12-25 14:00:00,0.00031600,0.00034990,0.00028000,0.00028750,165543.23000000,1514213999999,51.23071873,1092,56599.54000000,17.88959234,0
2017-12-25 15:00:00,0.00028750,0.00031310,0.00028180,0.00030240,68725.86000000,1514217599999,20.19909629,660,33234.83000000,9.87529738,0
2017-12-25 16:00:00,0.00030240,0.00031550,0.00029100,0.00030170,114828.46000000,1514221199999,34.55831106,786,45844.17000000,13.80180110,0
2017-12-25 17:00:00,0.00030700,0.00031000,0.00029300,0.00030800,64265.28000000,1514224799999,19.60917944,538,25812.82000000,7.89299961,0
2017-12-25 18:00:00,0.00030610,0.00030980,0.00029600,0.00030090,52921.58000000,1514228399999,15.97347022,521,18266.01000000,5.54312322,0
2017-12-25 19:00:00,0.00030090,0.00030370,0.00028400,0.00028500,41648.36000000,1514231999999,12.37286723,491,17971.37000000,5.38368967,0
2017-12-25 20:00:00,0.00028500,0.00029900,0.00028000,0.00029700,44198.64000000,1514235599999,12.71606045,479,19882.34000000,5.73452288,0
2017-12-25 21:00:00,0.00029700,0.00029980,0.00028660,0.00029870,25243.28000000,1514239199999,7.44672744,344,13515.73000000,3.99138793,0
2017-12-25 22:00:00,0.00029870,0.00030000,0.00028660,0.00029500,48467.82000000,1514242799999,14.27855464,418,19534.03000000,5.77753501,0
2017-12-25 23:00:00,0.00029500,0.00029740,0.00028510,0.00028880,41135.07000000,1514246399999,11.88199686,355,13448.80000000,3.89600024,0
2017-12-26 00:00:00,0.00028880,0.00029530,0.00028660,0.00029130,24307.48000000,1514249999999,7.09933630,284,9868.32000000,2.89062717,0
2017-12-26 01:00:00,0.00029160,0.00031500,0.00029000,0.00030620,76238.06000000,1514253599999,23.14693093,730,39481.85000000,12.01095647,0
2017-12-26 02:00:00,0.00030600,0.00033540,0.00029950,0.00033500,103281.52000000,1514257199999,32.72360711,794,41970.42000000,13.41653655,0
2017-12-26 03:00:00,0.00033500,0.00033520,0.00030130,0.00031000,95632.39000000,1514260799999,30.52123299,658,44891.32000000,14.40759032,0
2017-12-26 04:00:00,0.00031000,0.00031000,0.00028100,0.00028100,76821.45000000,1514264399999,22.34361604,503,15637.44000000,4.59613128,0
2017-12-26 05:00:00,0.00028090,0.00028940,0.00023350,0.00028720,84008.18000000,1514267999999,22.18905398,610,34602.86000000,9.11987026,0
2017-12-26 06:00:00,0.00027510,0.00028720,0.00026110,0.00027540,27485.16000000,1514271599999,7.55322875,244,14053.99000000,3.88516093,0
2017-12-26 07:00:00,0.00027540,0.00027540,0.00026100,0.00027130,25441.52000000,1514275199999,6.75716013,251,12383.83000000,3.30148142,0
2017-12-26 08:00:00,0.00027120,0.00028500,0.00026610,0.00027370,26911.23000000,1514278799999,7.32276181,240,15877.71000000,4.32297001,0
2017-12-26 09:00:00,0.00027360,0.00027690,0.00026390,0.00026500,30340.69000000,1514282399999,8.17791685,250,9313.29000000,2.50377013,0
2017-12-26 10:00:00,0.00026430,0.00026940,0.00025620,0.00025750,21266.99000000,1514285999999,5.52699460,172,4993.67000000,1.31289316,0
2017-12-26 11:00:00,0.00025750,0.00026000,0.00025340,0.00025700,18738.57000000,1514289599999,4.80980210,165,9665.52000000,2.48210363,0
2017-12-26 12:00:00,0.00025350,0.00026080,0.00025000,0.00025090,14776.00000000,1514293199999,3.76544178,303,5219.38000000,1.33797407,0
2017-12-26 13:00:00,0.00025080,0.00025740,0.00024620,0.00024950,12087.13000000,1514296799999,3.03373441,145,2760.61000000,0.70102700,0
2017-12-26 14:00:00,0.00024980,0.00025140,0.00022620,0.00022750,41009.39000000,1514300399999,9.80580125,326,8492.68000000,2.02203367,0
2017-12-26 15:00:00,0.00022630,0.00024480,0.00021780,0.00024470,34093.28000000,1514303999999,7.92536639,650,19404.30000000,4.61275806,0
2017-12-26 16:00:00,0.00024460,0.00024470,0.00021790,0.00022730,19568.46000000,1514307599999,4.45490557,299,5082.38000000,1.20027975,0
2017-12-26 17:00:00,0.00022160,0.00023100,0.00021860,0.00022970,14882.02000000,1514311199999,3.37039464,162,10116.98000000,2.30502633,0
2017-12-26 18:00:00,0.00022500,0.00024500,0.00022240,0.00022640,35048.11000000,1514314799999,8.05170965,191,26857.62000000,6.19726917,0
